cleaned_text,cluster,attribute
nsxp place project id security rule tag nsxp place project id security rule tag change id idfcfdcaefbc,7,documentation
change openstack security group rule create cli change openstack security group rule create cli change id iffccfcbecece,2,performance
implement security context nova implement security context nova implement container security context following nova resources nova server deployment change id icffdaccbcfafdda,1,security
remove note readme regarding security hardened images remove note readme regarding security hardened images support security hardened images delivered queens techpreview removing section readme indicates techpreview change id ibfdedcdfdbbcacfeddcacc cherry picked commit baafcfbaedd,7,documentation
remove note readme regarding security hardened images remove note readme regarding security hardened images support security hardened images delivered queens techpreview removing section readme indicates techpreview change id ibfdedcdfdbbcacfeddcacc cherry picked commit baafcfbaedd,7,documentation
remove note readme regarding security hardened images remove note readme regarding security hardened images support security hardened images delivered queens techpreview removing section readme indicates techpreview change id ibfdedcdfdbbcacfeddcacc cherry picked commit baafcfbaedd,7,documentation
ranger add pod container security context ranger add pod container security context updates ranger chart include pod security context pod template change id ideebdeede,1,security
remove note readme regarding security hardened images remove note readme regarding security hardened images support security hardened images delivered queens techpreview removing section readme indicates techpreview change id ibfdedcdfdbbcacfeddcacc,7,documentation
compare port security groups sets compare port security groups sets change id ifafdbfbdbeaabaabfe,5,performance
change legacy security group rule check change legacy security group rule check neutron change https review opendev org c standardizing protocol name ipv icmp security group rules ipv icmp even icmp icmpv passed creation change api test check list possible values covers old new behaviors change id icadcafdefcaecabdedc partial bug,2,performance
update images pass security scan update images pass security scan change id ibddfeedaceba,7,documentation
fix lb failover amphorav set security group fix lb failover amphorav set security group fix issue amphorav lb reached loadbalancer failover lb security group set amphora port fixed v variant updatevipsecuritygroup actually return security group id v already flow created get failover lb flow uses updatevipsecuritygroup supposed provide vip sg id later needed get amphora lb failover subflow requirement createvipbaseport story task change id ibbefcabaadbfbefc,2,performance
divide conquer security group beasts divide conquer security group beasts one specific compute node security group rules enormous quantity patch adds step step processing method deal large number security group rules also changes adds log related bug related bug related bug conflicts neutron common constants py neutron agent common ovs lib py conflicts neutron agent securitygroups rpc py neutron common constants py neutron plugins ml drivers openvswitch agent ovs neutron agent py conflicts neutron agent common ovs lib py neutron common constants py change id ibfeccfcabbeeebbdfaa cherry picked commit acdfebedcfecbdcbb cherry picked commit fdefddacaecdbda cherry picked commit bacbacfccedaecbdedee,2,performance
use dynamic lazy mode fetching security group rules use dynamic lazy mode fetching security group rules conjunction prior fix get subset fields needed makes querying non rules sg objects fast two fixes ten security groups rules list list id field list one list one id field previous partial fix list list id field list one list one id field change list list id field list one list one id field closes bug change id idfbadbcbabbbcddfd cherry picked commit efefdcbafebfddca,7,documentation
use dynamic lazy mode fetching security group rules use dynamic lazy mode fetching security group rules conjunction prior fix get subset fields needed makes querying non rules sg objects fast two fixes ten security groups rules list list id field list one list one id field previous partial fix list list id field list one list one id field change list list id field list one list one id field closes bug change id idfbadbcbabbbcddfd cherry picked commit efefdcbafebfddca,7,documentation
change use non deprecated security group rule syntax change use non deprecated security group rule syntax src ip src group deprecated change use remote ip remote group respectively related https review opendev org c change id iebeeeacffdcbea,2,performance
add remote ip prefix security group rule add remote ip prefix security group rule specify remote ip prefix creating security group rule exposing ports change id iaabcacbfcfebcdcac,2,performance
postgresql fix security context postgresql fix security context ps fixes use security context macros postgresql chart change id idebbaec,1,security
grafana add security context chart read fs kibana add security context chart read fs ps adds security context macros kibana chart moves default read rootfs containers change id ieebfcafbcdeddaeeceacdf,1,security
ceph osd fix security context ceph osd fix security context ps fixes use security context macros ceph osd chart change id icbdfbefbabeeeeada,1,security
ceph mon fix security context ceph mon fix security context ps fixes use security context macros ceph mon chart change id ibdecfddfeeeada,1,security
prometheus process exporter add pod container security context prometheus process exporter add pod container security context updates prometheus process exporter chart include pod security context pod template changes pod user root nobody user instead also adds container security context set allowprivilegeescalation false readonlyrootfilesystem true change id iffcaeffccffb,1,security
ovsvapp security group changes ovsvapp security group changes ovsvapp security group agent longer override security group updated methods neutron securitygroupagentrpc neutron db may report ports one port bindings ovsvapp routines process port info needs accomodate new structure closes bug change id iadfbbaacaab cherry picked commit aeccdfcbabbfacb,2,performance
ovsvapp security group changes ovsvapp security group changes ovsvapp security group agent longer override security group updated methods neutron securitygroupagentrpc neutron db may report ports one port bindings ovsvapp routines process port info needs accomodate new structure change id iadfbbaacaab,2,performance
controller manager add pod container security context controller manager add pod container security context updates controller manager chart include pod security context pod template also adds container security context set readonlyrootfilesystem true change id iceeefddbdccfdcedacfa,1,security
fix bug deleting security group testing changing password fix bug deleting security group testing changing password deleting security group adding logic remove security group instance change id idafafeafdae,2,performance
bug adding updated policy path port security security group bug adding updated policy path port security security group change id icdcdfbfebbcfdeedbeeb,5,performance
ceph provisioners fix security context ceph provisioners fix security context ps fixes use security context macros ceph provisioners chart change id iddebfeeefdacdd,1,security
elasticsearch fix security context elasticsearch fix security context ps fixes use security context macros elasticsearch chart change id iaaadecfdefff,1,security
ingress add pod container security context ingress add pod container security context deployment error yaml deployment ingress yaml updates ingress error chart include pod security context pod template also adds container security context set readonlyrootfilesystem true removing readonlyrootfilesystem flag ingress since pods running crashloopbackoff state implementing htk functionality change id idacfbcacffccfe,1,security
allow configuring security options allow configuring security options change id iccebefedacfbfbcb cherry picked commit bcbbbbcdedc,7,documentation
fluent logging fix security context fluent logging fix security context ps fixes use security context macros fluent logging chart change id icdbddbbafedcdd,1,security
memcached fix security context memcached fix security context ps adds missing allowprivilegeescalation flag container securitycontext change id iebddefecfeedcdcdebbe,1,security
policy converting port security tests policy policy converting port security tests policy change id ibbcbbedffcdfdcb,4,documentation
allow configuring security options allow configuring security options change id iccebefedacfbfbcb,7,documentation
prometheus fix security context prometheus fix security context ps fixes use security context macros prometheus chart change id iabbaacbfceccf,1,security
prometheus alertmanager fix security context prometheus alertmanager fix security context ps fixes pod application name also adds security context initcontainer change id iacdbafdfa,1,security
prometheus kube state metrics fix security context prometheus kube state metrics fix security context ps fixes application name holistic manner change id ibcfcfdafcdceebfefdda,1,security
prometheus node exporter fix security context prometheus node exporter fix security context ps fixes use security context macros node exporter chart change id iaacfdcb,1,security
nagios fix security context nagios fix security context ps fixes use security context macros nagios chart change id ibecabfebcbbfbaedbeaf,1,security
kibana fix security context kibana fix security context ps fixes use security context macros kibana chart change id iaadacdfeebbaffeedaf,1,security
prometheus openstack exporter fix security context prometheus openstack exporter fix security context ps fixes use security context macros openstack exporter chart change id iefcaedffafbebd,1,security
ceph rgw add pod container security context ceph rgw add pod container security context updates ceph rgw chart include pod security context pod template also adds container security context set allowprivilegeescalation false readonlyrootfilesystem true change id icadecfeeeaaebefbabbf,1,security
libvirt fix security context libvirt fix security context ps fixes use security context macros libvirt chart change id iaeafcffafdbed,1,security
update security sig frequency chair update security sig frequency chair change updates security sig irc meeting details chair current chair meeting frequency new proposed monthly keeping time day change id ieffffecaccbeaa,7,documentation
try create default sg security groups disabled try create default sg security groups disabled security group api disabled point create default security group tenant e g network created closes bug change id ibbabddeeccefccafcaa cherry picked commit cdcadfacaeebbffdfae,0,documentation
registry add pod container security context registry add pod container security context updates registry chart include pod security context pod template also adds container security context set allowprivilegeescalation false change id ibacfddafcbafbfd,1,security
ceph client add security context chart read fs ceph client add security context ceph client chart read fs ps adds security context macros ceph client chart moves default read rootfs containers change id ifefccecdabfaeeacaca signed pete birley pete port direct,1,security
calico fix security context calico fix security context change id iedaebdaccda signed pete birley pete port direct,1,security
openvswitch use security context macros openvswitch use security context macros ps updates use security context macros htk line charts change id icaafecccbaefcfaadebe signed pete birley pete port direct,1,security
postgresql exporter add security context pod container postgresql exporter add security context pod container adds security context postgresql exporter changes pod user root nobody user instead also adds container security context set allowprivilegeescalation false readonlyrootfilesystem true change id ibefeddababeeddcacca,1,security
prometheus add pod container security context prometheus add pod container security context updates prometheus chart include pod security context pod template changes pod user root nobody user instead also adds container security context explicitly set allowprivilegeescalation false readonlyrootfilesystem true change id iaabdbcdcbfddcacd,1,security
enhance updating group security policy enhance updating group security policy allow updating group conditions single request allow updating security policy entries single request change id ifbaebdbaaeab cherry picked commit efeeedef,4,documentation
enhance updating group security policy enhance updating group security policy allow updating group conditions single request allow updating security policy entries single request change id ifbaebdbaaeab,4,documentation
neutron add pod container security context implement security context neutron implement container security context following neutron resources neutron server deployment change id ibdbbeefbfdcbdedd,1,security
promenade add security context pod container promenade add security context pod container adds security context promenade chart changes pod user root nobody user instead also adds container security context set allowprivilegeescalation false readonlyrootfilesystem true change id idffacfbbeabcec,1,security
ceph provisioners add pod container security context ceph provisioners add pod container security context updates ceph provisioners chart include pod security context pod template also adds container security context set allowprivilegeescalation false readonlyrootfilesystem true change id ieeffefcdfcbdbcb,1,security
tiller add pod container security context tiller add pod container security context updates tiller chart include pod security context pod template also adds container security context set allowprivilegeescalation false change id icdbaeebeaddbbaaead,1,security
elasticsearch exporter add security context exporter pod container elasticsearch exporter add security context exporter pod container adds security context snippet elasticsearch prometheus exporter container set allowprivilegeescalation false readonlyrootfilesystem true change id iaaacfcfaeadedded,1,security
set random security policy rule id set build entry set random security policy rule id set build entry change id ifdedbabdcaddaedccadcaa cherry picked commit adaddacecdcedfddc,4,documentation
set random security policy rule id set build entry set random security policy rule id set build entry change id ifdedbabdcaddaedccadcaa,4,documentation
nsx p fix removal provider security groups port nsx p fix removal provider security groups port change id iefefdbefdec,0,documentation
nsx p fix removal provider security groups port nsx p fix removal provider security groups port change id iefefdbefdec,0,documentation
fix update entries security policy fix update entries security policy updating entries security policy old entries update list need preserve attributes old entries revision update request otherwise mp complain rule already exists change id iaacfcdddbeadcb cherry picked commit edeafcfaceabeeaaf,4,documentation
divide conquer security group beasts divide conquer security group beasts one specific compute node security group rules enormous quantity patch adds step step processing method deal large number security group rules also changes adds log related bug related bug related bug conflicts neutron common constants py change id ibfeccfcabbeeebbdfaa cherry picked commit acdfebedcfecbdcbb,2,performance
fix update entries security policy fix update entries security policy updating entries security policy old entries update list need preserve attributes old extries revision update request otherwise mp complain rule already exists change id iaacfcdddbeadcb,4,documentation
divide conquer security group beasts divide conquer security group beasts one specific compute node security group rules enormous quantity patch adds step step processing method deal large number security group rules also changes adds log related bug related bug related bug conflicts neutron common constants py conflicts neutron agent securitygroups rpc py neutron common constants py neutron plugins ml drivers openvswitch agent ovs neutron agent py conflicts neutron agent common ovs lib py neutron common constants py change id ibfeccfcabbeeebbdfaa cherry picked commit acdfebedcfecbdcbb cherry picked commit fdefddacaecdbda cherry picked commit bacbacfccedaecbdedee,2,performance
divide conquer security group beasts divide conquer security group beasts one specific compute node security group rules enormous quantity patch adds step step processing method deal large number security group rules also changes adds log related bug related bug related bug conflicts neutron common constants py conflicts neutron agent securitygroups rpc py neutron common constants py neutron plugins ml drivers openvswitch agent ovs neutron agent py change id ibfeccfcabbeeebbdfaa cherry picked commit acdfebedcfecbdcbb cherry picked commit fdefddacaecdbda,2,performance
divide conquer security group beasts divide conquer security group beasts one specific compute node security group rules enormous quantity patch adds step step processing method deal large number security group rules also changes adds log related bug related bug related bug change id ibfeccfcabbeeebbdfaa cherry picked commit acdfebedcfecbdcbb,2,performance
htk update ks entrypoint container macro add security context htk update ks entrypoint container macro add security context ps updates htk ks entrypoint container macro add security context set defaults allow operation existing charts change id ibeecaedadefcfaa signed pete birley pete port direct,1,security
mariadb add security policy functions wip mariadb add security policy functions change id icfefbfeafcae signed pete birley pete port direct,4,documentation
add security headers ranger agent add security headers ranger agent change id iebbdcbbddcf,7,documentation
divide conquer security group beasts divide conquer security group beasts one specific compute node security group rules enormous quantity patch adds step step processing method deal large number security group rules also changes adds log related bug related bug related bug change id ibfeccfcabbeeebbdfaa,2,performance
enable security group support ovs agent enable security group support ovs agent neutron ovs firewall driver driver currently set noop since suitable firewall driver packaged security group support ovs agent enabled native openvswitch firewall driver stateful based openflow conntrack implementation change id ieeabddadcdfadcebf story task,2,performance
adds http security headers adds http security headers adds http security headers shipyard api handling change id iaddcaeffdceabbf,7,documentation
ignore case security group rule ethertype ignore case security group rule ethertype currently allows ipv ipv one imagine user frequently typing e g ipv getting frustrated allow case still keeping correct case choices value sent neutron change id icefdaadbdcabb,2,performance
remove security squad list remove security squad list squad disbanded time change id iabfecbbebaaacffbfa,7,documentation
nsx p fix provider security groups nsx p fix provider security groups add unit tests change rules action block fix build port tags add provider sg list port sgs change id icdbffccbfc,0,documentation
api v added ou field security service wip api v update security service ou field change id iccbccedaefcede,6,security
add security add update services use share networks add security add update services use share networks change adds two new commands client share network security service update share network reset state partially implements bp add security service use share networks co authored carlos eduardo ces eduardo gmail com co authored andre beltrami debeltrami gmail com depends iadfddfabafeddfbde change id ibbbccebeeeacbcbcca,6,security
add security service update support container driver wip add security service update support container driver implementation adds functionality add update security services use share networks using container driver container driver also try setup security services creating share servers currently supported security service type ldap co authored carlos eduardo ces eduardo gmail com partially implements bp add security service use share networks depends iadfddfabafeddfbde change id ifbbebeebccaaef,6,security
nsx p automation patch added nsxp client support router security group api cases nsx p automation patch added nsxp client support router security group api cases change id icfafedacecccdbe,2,performance
fix tf dns port security groups fix tf dns port security groups set tungstenfabric dns placeholder port security groups empty list avoid unexpected implicit behavior change id idfebcdaffbdd,5,performance
allow updating single rule entry security policy allow updating single rule entry security policy change id icebadefbdffdecfafcbb,4,documentation
add bandit security static analysis fix potential security issues add bandit security static analysis change adds basic bandit config cloudkitty invoked running tox environment bandit tox e bandit change id iaedfedcfcbfdde,7,documentation
use octavia project lb security group ops wip use octavia project lb security group ops security group created service tenant operations run admin tenant causing rule creation operations fail change id icbdabfcaedbbcdcc note needs bug,2,performance
implement security context horizon implement security context heat implement container security context following heat resources heat server deployment change id icdfcfdcfadeed,1,security
implement security context glance implement security context glance implement container security context following glance resources glance server deployment change id ibffbcffffbfefdbb,1,security
implement security context heat implement security context heat implement container security context following heat resources heat server deployment change id icefbcfccdbfe,1,security
implement security context keystone implement security context keystone implement container security context following keystone resources keystone server deployment change id iabebededdfeeccdb,1,security
prometheus kube state metrics add container security context prometheus kube state metrics add container security context adds container security context set readonlyrootfilesystem true change id iccedbbefdccfdeeedfdbd,1,security
prometheus alertmanager add container security context prometheus alertmanager add container security context adds container security context set readonlyrootfilesystem true change id icdaeacebfeadbbcaae,1,security
prometheus openstack exporter add container security context prometheus node exporter add container security context adds container security context set readonlyrootfilesystem true allowprivilegeescalation false change id ibfbbffcfafdfb,1,security
make pod security policy job nonvoting check make pod security policy job nonvoting check moves pod security policy job nonvoting check removes gating job overlooked previously job vetted revisit potentially making voting gating job done previously overlooked change reintroduced podsecuritypolicy job voting check gate change id iefbcdaaeafaceadcd,4,documentation
start running bandit security analyser start running bandit security analyser fix path bandit using networking ovn add package test requirements txt installed also run pep target along genconfig change id ibabafadddebdbecadccdbdf,7,documentation
better handle ports security groups better handle ports security groups taking closer look bug found couple follow things fix security group code first protocols accept ports especially via iptables reason think acceptable api rejects invalid second udplite interesting support iptables support using dport directly using multiport dports also supports port ranges using multiport dports added code special case change id ifbebbcaebaefaedaad closes bug,0,documentation
kubernetes keystone webhook add security context kubernetes keystone webhook add security context adds security context kubernetes keystone webhook changes default user root nobody user also adds container security context explicitly set allowprivilegeescalation false change id iefabbaabcfcda,1,security
use dynamic lazy mode fetching security group rules use dynamic lazy mode fetching security group rules conjunction prior fix get subset fields needed makes querying non rules sg objects fast depends https review openstack org change id idfbadbcbabbbcddfd,2,performance
manual tests security password rule setup manual tests security password rule setup password rule sub domain adding test cases change id iffbadaebdfebbbfadb,7,documentation
make pod security policy job nonvoting check make pod security policy job nonvoting check moves pod security policy job nonvoting check removes gating job overlooked previously job vetted revisit potentially making voting gating job change id idfaebcedfabbea,4,documentation
fix hyperlink reference security section fix hyperlink reference security section change id iddacaadbaeeebce,7,documentation
manual tests security keystone authentication adding keystone authentication sub domain security tcs change id ibedebbcebadacec,7,documentation
manual tests security appropriate file access adding appropriate file access subdomain security test suite change id ieeccceaffaaaebf,7,documentation
manual tests security https adding https sub domain security test suite change id iedceccbbfdffdeeb,7,documentation
manual tests security vm password adding vm password protection sub domain security test cases change id ideaebbbcfcffecab,7,documentation
add security service update use share networks add security service update use share networks patch implements update security service association use share networks following changes added new share network apis share network security service update share network reset state new status attribute added share network model identify modification state called network change supported status added active error new security service update support property added share server share network models identify resources able process security service update use share networks new driver interface added support update security service configuration given share server docimpact apiimpact partially implements bp add security service use share networks co authored carlos eduardo ces eduardo gmail com co authored douglas viroel viroel gmail com co authored andre beltrami debeltrami gmail com change id iadfddfabafeddfbde,6,security
netapp fix kerberos security service issues netapp fix kerberos security service issues fixes zapi calls setting kerberos changed since ontap fixes kerberos configuration cleanup deleting share server fixes access rules authentication methods nfs share server configured kerberos change id ibfbfdbaddffcdfeae closes bug closes bug closes bug co authored felipe rodrigues felipefuty gmail com signed douglas viroel viroel gmail com,6,security
netapp fix security service configuration ldap servers netapp fix security service configuration ldap servers patch fixes issues ldap client configuration ontap svms ldap security service users able configure ldap client used authentication name mapping name service switch order remains ldap files issues fixed driver identifies user provide active directory domain linux unix ldap server ip sets correct schema ldap configuration parameter servers replaced ldap servers ontap accepts host names fix dns configuration ldap security service user specify base search dn ldap queries mandatory unix linux servers using security service ou parameter closes bug change id ieaaabbeebecdfcbbbaf signed douglas viroel viroel gmail com,6,security
add security checklist keystone add security checklist keystone charm adds general ownership audits well keystone specific security checklist audits change id ieebcfaceeacdca,7,documentation
nsx p add scope security group rules nsx p add scope security group rules distributed firewall rules better scope security group match relevant ports default section rules match openstack traffic depends iefbbfaeeefaffd change id ibaeecfcecabce,2,performance
add function get security policy rule add function get security policy rule add function get specific security policy rule change id idababacfaebaeada,4,documentation
implement security context memcached implement security context memcached implement pod security context following memcached resources memcached server deployment change id icebecadddbfbcecddbea,1,security
support ip version policy security rules support ip version policy security rules change id ibcbdfccedaefddaeefbe,4,documentation
ks fedora atomic security group definition worker nodes ks fedora atomic security group definition worker nodes rather allowing inbound traffic worker nodes patch explicitly defines security group rules change id idbccbdaeddcc,2,performance
add security group integration tests add security group integration tests change id iefaeeecfabccfdbec,2,performance
add unknown address list port port security disabled add unknown address list port port security disabled port port security disabled port allowed use mac address work ovn expects unknown address added logical switch port addresses column patch adds unknown address port security disabled change id iffdbacccadaabecfdefe closes bug,5,performance
fix provider security group exception call fix provider security group exception call change id idebbccdceddddee,2,performance
fix provider security group exception call fix provider security group exception call change id idebbccdceddddee,2,performance
fix provider security group exception call fix provider security group exception call change id idebbccdceddddee,2,performance
upgrade flask version due security concerns upgrade flask version due security concerns change id iffcdeadbacffbcabda,7,documentation
htk update pod security context snippet htk update pod security context snippet ps updates pod security context snippet support sane values layout change id idaeddadcecdbe signed pete birley pete port direct,1,security
htk fix ks pod security context example htk fix ks pod security context example ps fixes ks prod security context example change id ibdddabebbdacfc signed pete birley pete port direct,1,security
vt migration validate direct vnic ports security disabled vt migration validate direct vnic ports security disabled change id iabefedcfdfbdbaba,7,documentation
vt migration validate direct vnic ports security disabled vt migration validate direct vnic ports security disabled change id iabefedcfdfbdbaba,7,documentation
vt migration validate direct vnic ports security disabled vt migration validate direct vnic ports security disabled change id iabefedcfdfbdbaba,7,documentation
vt migration validate direct vnic ports security disabled vt migration validate direct vnic ports security disabled change id iabefedcfdfbdbaba,7,documentation
doc update security groups admin doc doc update security groups admin doc makes following changes orders page move nova network specific information bottom creates two sections one cli one nova network mentions top default neutron manages security groups quota links neutron docs drops mention nova cli since examples doc using cli change id ifdacbacfbfacfecae,0,documentation
fix security group broken code tests fix security group broken code tests commit ieaffeabacefcf broke mh plugin security groups sg tests patches fixes change id icefcbecea cherry picked commit baafbaabbdbbadca,2,performance
fix security group broken code tests fix security group broken code tests commit ieaffeabacefcf broke mh plugin security groups sg tests patches fixes change id icefcbecea cherry picked commit baafbaabbdbbadca,2,performance
fix security group broken code tests fix security group broken code tests commit ieaffeabacefcf broke mh plugin security groups sg tests patches fixes change id icefcbecea cherry picked commit baafbaabbdbbadca,2,performance
fix security group broken code tests fix security group broken code tests commit ieaffeabacefcf broke mh plugin security groups sg tests patches fixes change id icefcbecea,2,performance
fix performance regression adding rules security groups fix performance regression adding rules security groups sometime liberty pike adding rules sg got slow slower every rule streamline rule create path get close old performance back two performance fixes get rid n duplicate check using hash table instead bulk creates memory intensive previous loop usable far past becomes slow useful use object existence check places want load child rules co authored william hager whager salesforce com change id ieaffeabacefcf closes bug cherry picked commit ebfcacfcfaacbff,0,documentation
fix performance regression adding rules security groups fix performance regression adding rules security groups sometime liberty pike adding rules sg got slow slower every rule streamline rule create path get close old performance back two performance fixes get rid n duplicate check using hash table instead bulk creates memory intensive previous loop usable far past becomes slow useful use object existence check places want load child rules co authored william hager whager salesforce com change id ieaffeabacefcf closes bug cherry picked commit ebfcacfcfaacbff,0,documentation
fix performance regression adding rules security groups fix performance regression adding rules security groups sometime liberty pike adding rules sg got slow slower every rule streamline rule create path get close old performance back two performance fixes get rid n duplicate check using hash table instead bulk creates memory intensive previous loop usable far past becomes slow useful use object existence check places want load child rules co authored william hager whager salesforce com change id ieaffeabacefcf closes bug cherry picked commit ebfcacfcfaacbff,0,documentation
horizon expose additional security config params horizon expose additional security config params expose additional horizon security params accordance openstack security guide check dashboard disallow iframe embed parameter set true check dashboard password autocomplete set false https docs openstack org security guide dashboard checklist html change id iddbcfbdcdaeeafdefffbd,7,documentation
add security group scenarios rally jobs add security group scenarios rally jobs commit adds security group related rally scenarios ci change id ifdadfdbeeabcbada,2,performance
horizon expose security config params horizon expose security config params ps exposes security related config params change id iadecfcfdadfcedc signed pete birley pete port direct,7,documentation
restore tenant id check security group rule adds previous semantic restore tenant id check security group rule adds previous semantic switched swapping tenant id context explicitly checking db column switch back change id iafdbeaefdbeaa,2,performance
misc updates security configuration documentation misc updates security configuration documentation improve docs ara env refresh outdated defaults fix broken link ara web git repo change id ibdcccbfaabfbfbcfbedc,7,documentation
first iteration authentication security docs first iteration authentication security docs first iteration basic security authentication documentation documents security settings users might want pay attention explains configure change id iebaaafcbdaedc,7,documentation
fix performance regression adding rules security groups fix performance regression adding rules security groups sometime liberty pike adding rules sg got slow slower every rule streamline rule create path get close old performance back controversial change likely using sqla db models write rules instead neutron objects restoring part loses performance keeps interface important change id ieaffeabacefcf closes bug,0,documentation
include latest security updates building image include latest security updates building image change id icdaccadabdbbebbc,7,documentation
implement secure rbac security services implement secure rbac security services commit updates policies security services understand scope checking account read role part broader series changes across openstack provide consistent rbac experience improve security change id iadadaccfffcbef,7,documentation
improve security avoiding buffer overflows improve security avoiding buffer overflows patch adds compiler flags improve security stx code flags added format string vulnerabilities cflags wformat wformat security compiler treat string format warnings errors compiling level buffer overflow avoided story task signed luis botello luis botello ortega intel com reviewed erich cordoba erich cordoba malibran intel com victor rodriguez vm rod gmail com suggested victor rodriguez vm rod gmail com erich cordoba erich cordoba malibran intel com change id iadbbcccfea,7,documentation
improve security avoiding buffer overflows patch adds compiler flags improve security stx code flags added format string vulnerabilities cflags wformat wformat security compiler treat string format warnings errors compiling level buffer overflow avoided story task signed luis botello luis botello ortega intel com reviewed erich cordoba erich cordoba malibran intel com victor rodriguez vm rod gmail com sugested victor rodriguez vm rod gmail com erich cordoba erich cordoba malibran intel com change id ieebfeebeddfd,7,documentation
improve security avoiding buffer overflows improve security avoiding buffer overflows patch adds compiler flags improve security stx code flags added format string vulnerabilities cflags wformat wformat security compiler treat string format warnings errors compiling level buffer overflow avoided story task signed luis botello luis botello ortega intel com reviewed erich cordoba erich cordoba malibran intel com victor rodriguez vm rod gmail com sugested victor rodriguez vm rod gmail com erich cordoba erich cordoba malibran intel com change id iaffafedbfbbfbfa,7,documentation
increase size security hardened images increase size security hardened images move containers increase demand var volume increase global size well give percentage var reduce root also fix fsck passno setting incorrectly set change id idfffffedfefececfec depends ibbaccbdfaccf cherry picked commit aaafafdbfceec cherry picked commit fcbedeebcecec,7,documentation
increase size security hardened images increase size security hardened images move containers increase demand var volume increase global size change id ibbaccbdfaccf cherry picked commit cffbbcdfeeeaeb cherry picked commit acbdeefbdffeeebbecdecae,7,documentation
fluentd add security context pods containers fluentd add security context pod uids adds security context snippet fluentd fluentd exporter templates changes users two pods root nobody user instead change id ibfdafaadbbdfcdadcf,1,security
grafana add container security context grafana add container security context adds container security context grafana explicitly sets allowprivilegeescalation false change id iacbadafadfbfccbf,1,security
openstack exporter add security context pod container openstack exporter add security context pod uid adds security context openstack exporter changes pod user root nobody user instead change id iefeebfbbaae,1,security
mariadb add security context mysql exporter pod container mariadb add security context mysql exporter uid adds security context mysql prometheus exporter pod changes user root nobody user uid instead change id iddebbeccfdccafe,1,security
memcached add security context exporter pod container memcached add security context exporter pod uid adds security context memcached prometheus exporter pod changes default user root nobody user instead change id icafcefabefabbd,1,security
alertmanager add security context pod container alertmanager add security context snippet pod uid adds security context snipper alertmanager pod changes default user root nobody user instead change id ieceaabbaeaaccfcaee,1,security
elasticsearch add security context exporter pod container elasticsearch add security context exporter pod uid adds security context snippet elasticsearch prometheus exporter pod changes pod user root nobody user instead change id iffccafddbfecbaa,1,security
kube state metrics add pod container security context kube state metrics add pod security context pod user updates kube state metrics chart include pod security context pod template changes pod user root nobody user instead change id ibaeacaeaecfbfbeb,1,security
increase size security hardened images increase size security hardened images move containers increase demand var volume increase global size change id ibbaccbdfaccf cherry picked commit cffbbcdfeeeaeb,7,documentation
increase size security hardened images increase size security hardened images move containers increase demand var volume increase global size well give percentage var reduce root also fix fsck passno setting incorrectly set change id idfffffedfefececfec depends ibbaccbdfaccf cherry picked commit aaafafdbfceec,7,documentation
grafana add pod security context grafana user grafana add pod security context grafana user updates grafana chart include pod security context grafana pod changes pod user root grafana user instead change id idfbdefeb,1,security
nsx p add port security support wip nsx p add port security profiles change id iefafbcbeaaecdeee,5,performance
netapp ontap cifs add ad security service server preferred dc netapp ontap cifs add ad security service server preferred dc multiple comma separated entries given change id idcdcebafdcedd closes bug,6,security
helm toolkit fix haskey call security context snippet helm toolkit fix haskey call security context snippet fixes haskey call pod security context snippet template call requires args map key addresses problem indexing provided map application key passing haskey call change id icbeaeffaaebbcebfda,1,security
add authtoken security options add authtoken security options add ability specify memcache security strategy memcache secret key keystone authtoken middleware keys individual services hashed salt isolate change id idcacccceedbbacbb cherry picked commit bbfbbafdddef,7,documentation
ovn security group logging support dnm wip please ignore ovn security group logging support change id icfaebcbbdefaefe,2,performance
ovn security group logging support ovn security group logging support patchset ovn driver handling security group logging includes design documentation feature related bug partially implements https review opendev org c openstack neutron specs change id idcefbdaddeefaa,2,performance
update test cases security group menthods improvements update test cases security group menthods improvements change id ibdbcdafabadfdc,2,performance
add security groups driver np wip add security groups driver np commit creates new security group driver handling network policies sg sg rules change id iedfacfbbfbebcdabaaddfd,0,documentation
set admin security context action execution checker thread set admin security context action execution checker thread change id icabffbdefbecbbcdb closes bug,7,documentation
doc fix modify content configure access security instance doc fix modify content configure access security instance step add key pair instructs end users respond prompt download horizon automatically download key pair prompt download key pair displayed patch updates doc correctly change id icdecdcecaaebedcaacb closes bug,7,documentation
set admin security context action execution checker thread set admin security context action execution checker thread change id icabffbdefbecbbcdb closes bug,7,documentation
set correct switch security profile port sec disabled set correct switch security profile port sec disabled ensure swicth security profile security features port security disabled change id ibaafbdadcebcebabd,5,performance
cleanup catch exception neutron security group cleanup catch exception neutron security group environment security group configured need catch exception raised security group list change id iaadafabcbfccfab,2,performance
add security groups tests add security groups tests pre test two vms created one blank sg verify ping one vms post test verify status add rules blank sg allow icmp verify ping working vms change id ifcefeceeeafedee,0,documentation
add monasca grafana security note add monasca grafana security note update monasca docs improve security considerations trivial fix change id iebfcabdbdbdbedd,7,documentation
add authtoken security options add authtoken security options add ability specify memcache security strategy memcache secret key keystone authtoken middleware keys individual services hashed salt isolate change id idcacccceedbbacbb cherry picked commit bbfbbafdddef,7,documentation
